,ENTIDAD,AÃ±o,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
96,PACAIPAMPA,2003,MARZO,27.556,35.637,19.475
97,PAIMAS,2003,MARZO,15.557,26.229,4.885
98,SAPILLICA,2003,MARZO,19.959,28.918,11.001
99,PAITA,2003,ABRIL,19.927,29.94,9.914
100,AMOTAPE,2003,ABRIL,14.08,21.732,6.429
101,COLÁN,2003,ABRIL,20.543,29.021,12.064
102,EL ARENAL,2003,ABRIL,27.135,35.045,19.225
103,LA HUACA,2003,ABRIL,22.578,31.905,13.25
104,TAMARINDO,2003,ABRIL,26.317,34.034,18.6
105,VICHAYAL,2003,ABRIL,25.502,33.178,17.825
106,CHULUCANAS,2003,ABRIL,19.142,28.606,9.679
107,BUENOS AIRES,2003,ABRIL,17.875,25.829,9.92
108,CHALACO,2003,ABRIL,18.776,28.142,9.41
109,LA MATANZA,2003,ABRIL,20.849,30.636,11.063
110,MORROPÓN,2003,ABRIL,26.564,34.185,18.942
111,SALITRAL,2003,ABRIL,18.983,28.462,9.504
112,SAN JUAN DE BIGOTE,2003,ABRIL,22.385,32.765,12.005
113,SANTA CATALINA DE MOSSA,2003,ABRIL,16.389,25.388,7.39
114,SANTO DOMINGO,2003,ABRIL,20.249,30.022,10.476
115,YAMANGO,2003,ABRIL,24.69,34.025,15.356
116,HUANCABAMBA,2003,ABRIL,24.849,35.191,14.507
117,CANCHAQUE,2003,ABRIL,18.687,27.999,9.374
118,EL CARMEN DE LA FRONTERA,2003,ABRIL,24.504,32.552,16.457
119,HUARMACA,2003,ABRIL,20.165,27.797,12.532
120,LALAQUIZ,2003,ABRIL,19.22,27.77,10.669
121,SAN MIGUEL DE EL FAIQUE,2003,ABRIL,25.727,32.806,18.648
122,SONDOR,2003,ABRIL,23.364,32.51,14.217
123,SONDORILLO,2003,ABRIL,24.219,34.079,14.36
124,AYABACA,2003,ABRIL,20.498,31.038,9.958
125,FRÍAS,2003,ABRIL,28.017,34.669,21.364
126,JILILÍ,2003,ABRIL,24.725,32.238,17.212
127,LAGUNAS,2003,ABRIL,16.878,26.439,7.317
128,MONTERO,2003,ABRIL,25.255,32.24,18.271
129,PACAIPAMPA,2003,ABRIL,26.171,33.622,18.72
130,PAIMAS,2003,ABRIL,18.879,28.762,8.995
131,SAPILLICA,2003,ABRIL,21.973,30.707,13.239
132,PAITA,2003,MAYO,22.276,32.373,12.18
133,AMOTAPE,2003,MAYO,17.821,26.199,9.442
134,COLÁN,2003,MAYO,22.579,31.474,13.684
135,EL ARENAL,2003,MAYO,30.054,37.822,22.286
136,LA HUACA,2003,MAYO,27.315,36.938,17.692
137,TAMARINDO,2003,MAYO,27.022,35.104,18.939
138,VICHAYAL,2003,MAYO,26.14,32.788,19.493
139,CHULUCANAS,2003,MAYO,23.584,33.447,13.72
140,BUENOS AIRES,2003,MAYO,19.273,27.155,11.39
141,CHALACO,2003,MAYO,22.947,33.012,12.882
142,LA MATANZA,2003,MAYO,22.808,32.416,13.2
143,MORROPÓN,2003,MAYO,27.345,34.741,19.948
144,SALITRAL,2003,MAYO,20.662,29.696,11.628
145,SAN JUAN DE BIGOTE,2003,MAYO,24.514,34.597,14.431
146,SANTA CATALINA DE MOSSA,2003,MAYO,17.583,26.349,8.817
147,SANTO DOMINGO,2003,MAYO,22.321,31.764,12.878
148,YAMANGO,2003,MAYO,25.475,34.066,16.885
149,HUANCABAMBA,2003,MAYO,26.656,37.154,16.158
150,CANCHAQUE,2003,MAYO,21.211,31.137,11.285
151,EL CARMEN DE LA FRONTERA,2003,MAYO,25.293,32.911,17.676
152,HUARMACA,2003,MAYO,21.869,29.254,14.484
153,LALAQUIZ,2003,MAYO,21.941,30.554,13.328
154,SAN MIGUEL DE EL FAIQUE,2003,MAYO,27.906,34.558,21.255
155,SONDOR,2003,MAYO,26.66,35.369,17.95
156,SONDORILLO,2003,MAYO,27.425,37.267,17.583
157,AYABACA,2003,MAYO,25.467,36.651,14.283
158,FRÍAS,2003,MAYO,30.762,37.529,23.994
159,JILILÍ,2003,MAYO,28.952,36.37,21.534
160,LAGUNAS,2003,MAYO,17.91,27.238,8.582
161,MONTERO,2003,MAYO,28.266,35.423,21.11
162,PACAIPAMPA,2003,MAYO,30.264,37.978,22.549
163,PAIMAS,2003,MAYO,22.086,32.48,11.691
164,SAPILLICA,2003,MAYO,24.45,33.182,15.717
165,PAITA,2003,JUNIO,21.609,29.681,13.538
166,AMOTAPE,2003,JUNIO,20.662,28.543,12.78
167,COLÁN,2003,JUNIO,24.046,32.371,15.721
168,EL ARENAL,2003,JUNIO,28.691,35.23,22.151
169,LA HUACA,2003,JUNIO,27.494,35.34,19.647
170,TAMARINDO,2003,JUNIO,27.116,32.577,21.656
171,VICHAYAL,2003,JUNIO,24.824,30.587,19.061
172,CHULUCANAS,2003,JUNIO,25.483,34.008,16.958
173,BUENOS AIRES,2003,JUNIO,17.255,23.012,11.498
174,CHALACO,2003,JUNIO,22.726,31.181,14.271
175,LA MATANZA,2003,JUNIO,21.176,28.573,13.779
176,MORROPÓN,2003,JUNIO,25.457,31.414,19.5
177,SALITRAL,2003,JUNIO,19.329,26.185,12.472
178,SAN JUAN DE BIGOTE,2003,JUNIO,23.814,30.882,16.746
179,SANTA CATALINA DE MOSSA,2003,JUNIO,16.136,22.297,9.976
180,SANTO DOMINGO,2003,JUNIO,19.998,26.486,13.511
181,YAMANGO,2003,JUNIO,22.799,28.85,16.748
182,HUANCABAMBA,2003,JUNIO,27.685,35.426,19.944
183,CANCHAQUE,2003,JUNIO,20.462,29.296,11.627
184,EL CARMEN DE LA FRONTERA,2003,JUNIO,23.668,29.824,17.512
185,HUARMACA,2003,JUNIO,20.855,26.575,15.135
186,LALAQUIZ,2003,JUNIO,19.47,25.594,13.347
187,SAN MIGUEL DE EL FAIQUE,2003,JUNIO,27.515,33.203,21.828
188,SONDOR,2003,JUNIO,25.505,32.834,18.176
189,SONDORILLO,2003,JUNIO,29.724,37.559,21.888
190,AYABACA,2003,JUNIO,29.004,39.227,18.78
191,FRÍAS,2003,JUNIO,29.092,34.773,23.411
192,JILILÍ,2003,JUNIO,28.599,35.345,21.853
193,LAGUNAS,2003,JUNIO,16.572,22.879,10.265
194,MONTERO,2003,JUNIO,26.694,32.755,20.634
195,PACAIPAMPA,2003,JUNIO,30.014,36.672,23.356
196,PAIMAS,2003,JUNIO,21.215,29.037,13.394
197,SAPILLICA,2003,JUNIO,23.897,30.882,16.911
198,PAITA,2003,JULIO,20.201,27.405,12.997
199,AMOTAPE,2003,JULIO,25.092,33.818,16.365
200,COLÁN,2003,JULIO,27.633,35.155,20.111
201,EL ARENAL,2003,JULIO,27.531,33.973,21.089
202,LA HUACA,2003,JULIO,26.155,33.466,18.843
203,TAMARINDO,2003,JULIO,27.751,33.816,21.687
204,VICHAYAL,2003,JULIO,24.681,30.759,18.603
205,CHULUCANAS,2003,JULIO,24.912,32.847,16.977
206,BUENOS AIRES,2003,JULIO,16.963,23.18,10.746
207,CHALACO,2003,JULIO,21.563,29.183,13.944
208,LA MATANZA,2003,JULIO,19.53,26.497,12.564
209,MORROPÓN,2003,JULIO,25.378,31.64,19.115
210,SALITRAL,2003,JULIO,18.234,25.051,11.418
211,SAN JUAN DE BIGOTE,2003,JULIO,22.307,28.771,15.843
212,SANTA CATALINA DE MOSSA,2003,JULIO,15.749,22.466,9.032
213,SANTO DOMINGO,2003,JULIO,18.785,25.222,12.348
214,YAMANGO,2003,JULIO,22.115,28.373,15.856
215,HUANCABAMBA,2003,JULIO,26.738,33.566,19.909
216,CANCHAQUE,2003,JULIO,19.294,27.334,11.253
217,EL CARMEN DE LA FRONTERA,2003,JULIO,23.09,29.945,16.234
218,HUARMACA,2003,JULIO,18.764,24.19,13.339
219,LALAQUIZ,2003,JULIO,21.002,27.772,14.232
220,SAN MIGUEL DE EL FAIQUE,2003,JULIO,27.2,32.874,21.527
221,SONDOR,2003,JULIO,23.519,29.908,17.13
222,SONDORILLO,2003,JULIO,30.021,36.553,23.488
223,AYABACA,2003,JULIO,30.989,39.152,22.826
224,FRÍAS,2003,JULIO,28.408,34.143,22.672
225,JILILÍ,2003,JULIO,26.71,32.706,20.713
226,LAGUNAS,2003,JULIO,15.408,22.93,7.886
227,MONTERO,2003,JULIO,25.311,31.174,19.448
228,PACAIPAMPA,2003,JULIO,27.642,33.249,22.036
229,PAIMAS,2003,JULIO,19.078,25.709,12.447
230,SAPILLICA,2003,JULIO,23.367,30.088,16.646
231,PAITA,2003,AGOSTO,19.407,26.503,12.311
232,AMOTAPE,2003,AGOSTO,26.114,34.337,17.891
233,COLÁN,2003,AGOSTO,28.292,35.49,21.094
234,EL ARENAL,2003,AGOSTO,27.229,33.69,20.767
235,LA HUACA,2003,AGOSTO,26.182,33.968,18.397
236,TAMARINDO,2003,AGOSTO,27.174,33.119,21.229
237,VICHAYAL,2003,AGOSTO,24.724,30.794,18.653
238,CHULUCANAS,2003,AGOSTO,24.926,32.734,17.119
239,BUENOS AIRES,2003,AGOSTO,16.646,22.701,10.59
240,CHALACO,2003,AGOSTO,21.526,29.403,13.649
241,LA MATANZA,2003,AGOSTO,19.219,26.332,12.107
242,MORROPÓN,2003,AGOSTO,25.074,31.121,19.026
243,SALITRAL,2003,AGOSTO,18.161,25.14,11.182
244,SAN JUAN DE BIGOTE,2003,AGOSTO,21.905,28.185,15.624
245,SANTA CATALINA DE MOSSA,2003,AGOSTO,15.677,22.595,8.759
246,SANTO DOMINGO,2003,AGOSTO,18.473,25.018,11.927
247,YAMANGO,2003,AGOSTO,21.912,28.771,15.054
248,HUANCABAMBA,2003,AGOSTO,26.341,32.651,20.03
249,CANCHAQUE,2003,AGOSTO,18.772,27.092,10.452
250,EL CARMEN DE LA FRONTERA,2003,AGOSTO,23.546,30.51,16.582
251,HUARMACA,2003,AGOSTO,18.904,24.422,13.386
252,LALAQUIZ,2003,AGOSTO,20.978,27.836,14.12
253,SAN MIGUEL DE EL FAIQUE,2003,AGOSTO,27.176,33.205,21.147
254,SONDOR,2003,AGOSTO,23.86,30.816,16.904
255,SONDORILLO,2003,AGOSTO,29.413,35.651,23.176
256,AYABACA,2003,AGOSTO,29.94,37.493,22.387
257,FRÍAS,2003,AGOSTO,28.311,34.099,22.522
258,JILILÍ,2003,AGOSTO,27.192,33.442,20.941
259,LAGUNAS,2003,AGOSTO,15.613,23.231,7.994
260,MONTERO,2003,AGOSTO,25.396,31.373,19.42
261,PACAIPAMPA,2003,AGOSTO,28.18,34.497,21.863
262,PAIMAS,2003,AGOSTO,18.927,25.911,11.943
263,SAPILLICA,2003,AGOSTO,23.287,30.067,16.508
264,PAITA,2003,SEPTIEMBRE,19.294,25.629,12.959
265,AMOTAPE,2003,SEPTIEMBRE,24.597,32.756,16.438
266,COLÁN,2003,SEPTIEMBRE,27.213,33.871,20.554
267,EL ARENAL,2003,SEPTIEMBRE,27.245,33.513,20.976
268,LA HUACA,2003,SEPTIEMBRE,24.43,30.965,17.894
269,TAMARINDO,2003,SEPTIEMBRE,27.168,32.704,21.632
270,VICHAYAL,2003,SEPTIEMBRE,24.64,30.667,18.613
271,CHULUCANAS,2003,SEPTIEMBRE,22.578,29.521,15.635
272,BUENOS AIRES,2003,SEPTIEMBRE,16.746,22.373,11.118
273,CHALACO,2003,SEPTIEMBRE,20.049,26.892,13.206
274,LA MATANZA,2003,SEPTIEMBRE,19.374,25.832,12.916
275,MORROPÓN,2003,SEPTIEMBRE,25.258,31.058,19.459
276,SALITRAL,2003,SEPTIEMBRE,18.342,24.378,12.305
277,SAN JUAN DE BIGOTE,2003,SEPTIEMBRE,21.85,27.605,16.094
278,SANTA CATALINA DE MOSSA,2003,SEPTIEMBRE,16.247,22.406,10.087
279,SANTO DOMINGO,2003,SEPTIEMBRE,18.844,24.885,12.803
280,YAMANGO,2003,SEPTIEMBRE,21.584,27.647,15.522
281,HUANCABAMBA,2003,SEPTIEMBRE,26.081,31.915,20.248
282,CANCHAQUE,2003,SEPTIEMBRE,17.843,25.053,10.633
283,EL CARMEN DE LA FRONTERA,2003,SEPTIEMBRE,23.548,29.994,17.101
284,HUARMACA,2003,SEPTIEMBRE,18.508,23.182,13.834
285,LALAQUIZ,2003,SEPTIEMBRE,20.631,26.323,14.938
286,SAN MIGUEL DE EL FAIQUE,2003,SEPTIEMBRE,27.123,33.052,21.195
287,SONDOR,2003,SEPTIEMBRE,23.302,29.288,17.317
288,SONDORILLO,2003,SEPTIEMBRE,28.707,34.506,22.909
289,AYABACA,2003,SEPTIEMBRE,28.633,36.506,20.76
290,FRÍAS,2003,SEPTIEMBRE,28.646,34.257,23.034
291,JILILÍ,2003,SEPTIEMBRE,26.308,31.814,20.802
292,LAGUNAS,2003,SEPTIEMBRE,15.868,22.435,9.301
293,MONTERO,2003,SEPTIEMBRE,25.171,30.7,19.642
294,PACAIPAMPA,2003,SEPTIEMBRE,28.222,33.939,22.505
295,PAIMAS,2003,SEPTIEMBRE,18.585,24.731,12.439
296,SAPILLICA,2003,SEPTIEMBRE,22.895,29.075,16.715
297,PAITA,2003,OCTUBRE,17.187,25.197,9.176
298,AMOTAPE,2003,OCTUBRE,19.608,28.923,10.293
299,COLÁN,2003,OCTUBRE,25.063,32.484,17.641
300,EL ARENAL,2003,OCTUBRE,25.885,31.583,20.187
301,LA HUACA,2003,OCTUBRE,20.824,28.038,13.609
302,TAMARINDO,2003,OCTUBRE,26.092,31.939,20.244
303,VICHAYAL,2003,OCTUBRE,24.187,29.837,18.537
304,CHULUCANAS,2003,OCTUBRE,18.55,26.351,10.749
305,BUENOS AIRES,2003,OCTUBRE,16.187,22.192,10.182
306,CHALACO,2003,OCTUBRE,17.973,25.779,10.168
307,LA MATANZA,2003,OCTUBRE,18.176,25.593,10.76
308,MORROPÓN,2003,OCTUBRE,24.771,30.824,18.717
309,SALITRAL,2003,OCTUBRE,16.673,23.264,10.082
310,SAN JUAN DE BIGOTE,2003,OCTUBRE,20.374,27.335,13.414
311,SANTA CATALINA DE MOSSA,2003,OCTUBRE,15.473,22.52,8.427
312,SANTO DOMINGO,2003,OCTUBRE,17.73,24.479,10.981
313,YAMANGO,2003,OCTUBRE,21.411,27.93,14.893
314,HUANCABAMBA,2003,OCTUBRE,25.131,32.422,17.841
315,CANCHAQUE,2003,OCTUBRE,16.301,24.153,8.45
316,EL CARMEN DE LA FRONTERA,2003,OCTUBRE,22.995,29.251,16.738
317,HUARMACA,2003,OCTUBRE,17.325,21.978,12.671
318,LALAQUIZ,2003,OCTUBRE,18.4,24.93,11.871
319,SAN MIGUEL DE EL FAIQUE,2003,OCTUBRE,26.479,32.058,20.9
320,SONDOR,2003,OCTUBRE,21.147,27.791,14.502
321,SONDORILLO,2003,OCTUBRE,27.438,34.349,20.527
322,AYABACA,2003,OCTUBRE,25.417,34.104,16.73
323,FRÍAS,2003,OCTUBRE,26.911,31.468,22.354
324,JILILÍ,2003,OCTUBRE,23.688,29.422,17.954
325,LAGUNAS,2003,OCTUBRE,14.835,22.34,7.331
326,MONTERO,2003,OCTUBRE,23.586,28.649,18.523
327,PACAIPAMPA,2003,OCTUBRE,26.954,32.534,21.374
328,PAIMAS,2003,OCTUBRE,16.429,24.146,8.711
329,SAPILLICA,2003,OCTUBRE,21.225,27.933,14.517
330,PAITA,2003,NOVIEMBRE,15.948,25.506,6.389
331,AMOTAPE,2003,NOVIEMBRE,14.812,22.61,7.014
332,COLÁN,2003,NOVIEMBRE,20.98,28.931,13.029
333,EL ARENAL,2003,NOVIEMBRE,24.169,29.829,18.509
334,LA HUACA,2003,NOVIEMBRE,18.663,26.922,10.403
335,TAMARINDO,2003,NOVIEMBRE,26.782,33.401,20.164
336,VICHAYAL,2003,NOVIEMBRE,23.4,29.432,17.368
337,CHULUCANAS,2003,NOVIEMBRE,15.872,24.291,7.453
338,BUENOS AIRES,2003,NOVIEMBRE,15.328,22.298,8.357
339,CHALACO,2003,NOVIEMBRE,16.195,25.479,6.91
340,LA MATANZA,2003,NOVIEMBRE,16.823,25.478,8.168
341,MORROPÓN,2003,NOVIEMBRE,24.446,31.305,17.586
342,SALITRAL,2003,NOVIEMBRE,15.251,23.094,7.407
343,SAN JUAN DE BIGOTE,2003,NOVIEMBRE,19.364,28.078,10.651
344,SANTA CATALINA DE MOSSA,2003,NOVIEMBRE,14.271,22.739,5.803
345,SANTO DOMINGO,2003,NOVIEMBRE,16.64,24.745,8.534
346,YAMANGO,2003,NOVIEMBRE,20.204,27.917,12.491
347,HUANCABAMBA,2003,NOVIEMBRE,24.094,32.911,15.277
348,CANCHAQUE,2003,NOVIEMBRE,14.787,22.97,6.604
349,EL CARMEN DE LA FRONTERA,2003,NOVIEMBRE,23.443,30.216,16.67
350,HUARMACA,2003,NOVIEMBRE,15.462,21.272,9.651
351,LALAQUIZ,2003,NOVIEMBRE,17.779,25.202,10.355
352,SAN MIGUEL DE EL FAIQUE,2003,NOVIEMBRE,24.646,29.911,19.382
353,SONDOR,2003,NOVIEMBRE,19.318,26.962,11.674
354,SONDORILLO,2003,NOVIEMBRE,23.994,32.741,15.246
355,AYABACA,2003,NOVIEMBRE,18.608,28.296,8.92
356,FRÍAS,2003,NOVIEMBRE,25.584,30.412,20.756
357,JILILÍ,2003,NOVIEMBRE,21.763,28.358,15.169
358,LAGUNAS,2003,NOVIEMBRE,13.572,22.583,4.562
359,MONTERO,2003,NOVIEMBRE,21.727,27.322,16.132
360,PACAIPAMPA,2003,NOVIEMBRE,25.147,30.402,19.891
361,PAIMAS,2003,NOVIEMBRE,15.248,24.705,5.792
362,SAPILLICA,2003,NOVIEMBRE,19.51,27.072,11.947
363,PAITA,2003,DICIEMBRE,11.751,22.422,1.08
364,AMOTAPE,2003,DICIEMBRE,11.79,19.874,3.706
365,COLÁN,2003,DICIEMBRE,17.065,25.822,8.308
366,EL ARENAL,2003,DICIEMBRE,20.853,27.124,14.582
367,LA HUACA,2003,DICIEMBRE,12.064,21.563,2.564
368,TAMARINDO,2003,DICIEMBRE,24.315,32.256,16.374
369,VICHAYAL,2003,DICIEMBRE,21.133,28.063,14.203
370,CHULUCANAS,2003,DICIEMBRE,10.85,20.202,1.499
371,BUENOS AIRES,2003,DICIEMBRE,12.415,19.769,5.061
372,CHALACO,2003,DICIEMBRE,11.391,21.303,1.48
373,LA MATANZA,2003,DICIEMBRE,13.335,23.025,3.644
374,MORROPÓN,2003,DICIEMBRE,22.673,30.187,15.159
375,SALITRAL,2003,DICIEMBRE,12.539,21.495,3.582
376,SAN JUAN DE BIGOTE,2003,DICIEMBRE,16.092,26.237,5.947
377,SANTA CATALINA DE MOSSA,2003,DICIEMBRE,11.089,20.736,1.442
378,SANTO DOMINGO,2003,DICIEMBRE,13.337,22.722,3.952
379,YAMANGO,2003,DICIEMBRE,17.423,26.54,8.306
380,HUANCABAMBA,2003,DICIEMBRE,20.33,30.264,10.396
381,CANCHAQUE,2003,DICIEMBRE,11.639,20.079,3.199
382,EL CARMEN DE LA FRONTERA,2003,DICIEMBRE,21.121,28.677,13.565
383,HUARMACA,2003,DICIEMBRE,12.472,19.099,5.844
384,LALAQUIZ,2003,DICIEMBRE,14.018,22.841,5.194
385,SAN MIGUEL DE EL FAIQUE,2003,DICIEMBRE,21.685,28.24,15.13
386,SONDOR,2003,DICIEMBRE,15.275,24.092,6.457
387,SONDORILLO,2003,DICIEMBRE,19.555,29.603,9.508
388,AYABACA,2003,DICIEMBRE,14.78,25.273,4.287
389,FRÍAS,2003,DICIEMBRE,21.585,26.151,17.019
390,JILILÍ,2003,DICIEMBRE,17.359,25.118,9.599
391,LAGUNAS,2003,DICIEMBRE,10.347,20.277,0.417
392,MONTERO,2003,DICIEMBRE,18.36,24.324,12.396
393,PACAIPAMPA,2003,DICIEMBRE,21.203,27.316,15.09
394,PAIMAS,2003,DICIEMBRE,10.855,21.782,-0.072
395,SAPILLICA,2003,DICIEMBRE,15.959,24.452,7.466
396,PAITA,2003,ANUAL,17.668,26.609,8.727
397,AMOTAPE,2003,ANUAL,17.964,26.047,9.88
398,COLÁN,2003,ANUAL,22.416,30.395,14.438
399,EL ARENAL,2003,ANUAL,25.983,32.722,19.243
400,LA HUACA,2003,ANUAL,21.124,29.432,12.816
401,TAMARINDO,2003,ANUAL,26.172,33.159,19.185
402,VICHAYAL,2003,ANUAL,24.058,30.645,17.47
403,CHULUCANAS,2003,ANUAL,18.646,27.241,10.05
404,BUENOS AIRES,2003,ANUAL,16.199,23.182,9.216
405,CHALACO,2003,ANUAL,17.728,26.524,8.933
406,LA MATANZA,2003,ANUAL,18.318,26.76,9.876
407,MORROPÓN,2003,ANUAL,24.944,31.859,18.028
408,SALITRAL,2003,ANUAL,17.004,24.991,9.017
409,SAN JUAN DE BIGOTE,2003,ANUAL,20.578,29.095,12.062
410,SANTA CATALINA DE MOSSA,2003,ANUAL,14.716,22.793,6.638
411,SANTO DOMINGO,2003,ANUAL,17.884,25.935,9.832
412,YAMANGO,2003,ANUAL,21.58,29.444,13.717
413,HUANCABAMBA,2003,ANUAL,24.392,33.067,15.718
414,CANCHAQUE,2003,ANUAL,16.769,25.259,8.279
415,EL CARMEN DE LA FRONTERA,2003,ANUAL,23.025,30.306,15.744
416,HUARMACA,2003,ANUAL,17.553,23.593,11.513
417,LALAQUIZ,2003,ANUAL,18.511,26.166,10.857
418,SAN MIGUEL DE EL FAIQUE,2003,ANUAL,25.558,31.803,19.312
419,SONDOR,2003,ANUAL,21.443,29.14,13.746
420,SONDORILLO,2003,ANUAL,25.347,33.681,17.014
421,AYABACA,2003,ANUAL,22.806,32.248,13.365
